Course Subject,Academic Period,Section Listings,Description,Credits,Capacity,Reserved Seats,Reserved Capacity Line,Notes,"Day, Start, & End",Course Tags,Section Status
English,2025 Spring Term,ENGL 253-00 - Food Writing,"We are living in perhaps the height of what might be called the ""foodie era"" in the U.S. The cooking and presentation of food dominates Instagram and is one of the key draws of YouTube and various television and streaming networks; shows about chefs and food culture are likewise very popular. Yet a now less glamorous form with a much longer history persists: food writing. In this course we will track some important genres of food writing over the last 100 years or so. We will examine how not just food but cultural discourses about food and the world it circulates in are consumed and produced. We will read recipes and reviews; blogs and extracts from cookbooks, memoirs and biographies; texts on food history and policy; academic and popular feature writing. Simultaneously we will also produce food writing of our own in a number of genres.",6,15,0,,,"F | 12:00 PM - 1:00 PM

MW | 11:10 AM - 12:20 PM","AMST - American Studies Program :: AMST Prdctn Consmptn Cult

AMST - American Studies Program :: AMST Race Ethnicty Indign

AMST - American Studies Program :: AMST Space and Place

CL: 200 level

LAR: Arts Practice :: LAR: ARP, Arts Practice

LAR: WR2 Writing Requirement 2",Open
English,2025 Spring Term,ENGL 255-00 - The Poetics of Disability,"Scholar Michael Davidson has suggested that “perhaps the closest link between poetry and disability lies in a conundrum within the genre itself: poetry makes language visible by making language strange."" In this class we will read a wide range of poets who tackle ideas of normalcy and ""ability"" by centering disability consciousness and culture. We will engage with poetry's capacity as a genre to destabilize our assumptions and generate new imaginaries. Alongside contemporary U.S. poetry, we will study contemporary theory in the field of disability studies in order to better understand the critical conversations around the meaning, nature, and consequences of disability.",6,15,0,,,TTH | 3:10 PM - 4:55 PM,"ACE Applied

CL: 200 level

ENGL - English Program :: ENGL Historical Era 3

ENGL - English Program :: ENGL Tradition 2

LAR: IDS, Intercultural Domestic Studies

LAR: Literary / Artistic Analysis :: LAR: LA, Literary/Artistic Analysis

LAR: WR2 Writing Requirement 2",Open
English,2025 Spring Term,ENGL 268-00 - Writing with AI,"Is “Writing with AI” a contradiction in terms? Is all AI writing just a remix of other, better writing by humans? Can we create interesting, engaging, creative writing in collaboration with AI? This course will grapple with these questions as we take multiple AI tools for a spin. We’ll use AI to create a variety of texts, including stories, games, images, and essays. Along the way, we’ll think about how writing with AI affects the ways we work and think as writers, and what we gain and lose by using it.",6,25,0,,,"F | 9:40 AM - 10:40 AM

MW | 9:50 AM - 11:00 AM","CL: 200 level

LAR: WR2 Writing Requirement 2",Open
English,2025 Spring Term,ENGL 295-00 - Critical Methods,"Required of students majoring in English, this course explores practical and theoretical issues in literary analysis and contemporary criticism.",6,20,0,,Not open to first year students.,TTH | 10:10 AM - 11:55 AM,"CL: 200 level

ENGL - English Program :: ENGL Pertinent

LAR: Literary / Artistic Analysis :: LAR: LA, Literary/Artistic Analysis

LAR: WR2 Writing Requirement 2",Open
English,2025 Spring Term,"ENGL 338-00 - Dickinson, Moore, Bishop","An intensive study of lyric invention and innovation in the work of Emily Dickinson, Marianne Moore, and Elizabeth Bishop. Starting with formalist readings and historicizing the poetic subjects they pursued in common (self and society, loss and knowledge, nature, gender, the senses, the body), we will explore their practice, reception, and influence in relation to changing Modernist poetics, 1860 to 1970, and to specifics of place: Amherst, Brooklyn, Nova Scotia, Key West, and Brazil.",6,15,0,,,TTH | 1:15 PM - 3:00 PM,"CL: 300 level

ENGL - English Program :: ENGL Historical Era 2

ENGL - English Program :: ENGL Tradition 2

LAR: Literary / Artistic Analysis :: LAR: LA, Literary/Artistic Analysis",Open
English,2025 Spring Term,ENGL 370-00 - Advanced Fiction Workshop,An advanced course in the writing of fiction. Students will write three to four short stories or novel chapters which will be read and critiqued by the class.,6,15,0,,,W | 1:50 PM - 4:50 PM,"CL: 300 level

ENCW - English Creative Writing Program :: ENCW Creative Wtg Workshop

ENGL - English Program :: ENGL Creative Writing

LAR: Arts Practice :: LAR: ARP, Arts Practice

LAR: WR2 Writing Requirement 2",Open
English,2025 Spring Term,ENGL 371-00 - Adv Poetry Workshop,"In this workshop, students choose to write poems from a broad range of forms, from sonnets to spoken word, from ghazals to slam, from free-verse to blues. Over the ten weeks, each poet will write and revise their own collection of poems. Student work is the centerpiece of the course, but readings from a diverse selection of contemporary poets will be used to expand each student’s individual poetic range, and to explore the power of poetic language. For students with some experience in writing poetry, this workshop further develops your craft and poetic voice and vision.",6,15,0,,,T | 2:30 PM - 5:30 PM,"CL: 300 level

ENCW - English Creative Writing Program :: ENCW Creative Wtg Workshop

ENGL - English Program :: ENGL Creative Writing

LAR: Arts Practice :: LAR: ARP, Arts Practice

LAR: WR2 Writing Requirement 2",Open
Environmental Studies (ENTS),2025 Spring Term,ENTS 120-52 - Introduction to Geospatial Analysis & Lab,"Spatial data analysis using Geographic Information Systems (GIS), remote sensing, global positioning, and related technologies are increasingly important for understanding and analyzing a wide range of biophysical, social, and economic phenomena. This course serves as an overview and introduction to the concepts, algorithms, issues, and methods in describing, analyzing, and modeling geospatial data over a range of application areas.",6,12,0,,,"F | 9:40 AM - 10:40 AM

MW | 9:50 AM - 11:00 AM

T | 1:00 PM - 5:00 PM","ARCN - Archaeology Program :: ARCN Pertinent

CL: 100 level

DGAH - Digital Arts and Humanities Program :: DGAH Skill Building

LAR: QRE, Quantitative Reasoning

LAR:  Social Inquiry :: LAR: SI, Social Inquiry

STAT - Statistics Program :: SDSC XDept Elective",Open
French and Francophone Studies (FREN),2025 Spring Term,FREN 103-01 - Intermediate French,"This course continues the study of complex sentence structures and reviews basic patterns in greater depth, partly through the discussion of authentic short stories and cultural topics. Throughout the course, students practice all four skills (reading, writing, listening, and speaking). Taught five days a week in French.",6,16,0,,,"F | 8:30 AM - 9:30 AM

MW | 8:30 AM - 9:40 AM

TTH | 8:15 AM - 9:20 AM","CL: 100 level

LAR: No Exploration",Open
French and Francophone Studies (FREN),2025 Spring Term,FREN 245-00 - Franco Lit: Africa&Caribbean,"Reading and discussion of literary works, with analysis of social, historical and political issues, with an emphasis on cultural and literary movements such as Négritude (El Negrismo, in Cuba) and their role in shaping ideas of self-determination, Nationalism and Independence in the French colonies of the Caribbean and Black Africa. We will read works by Aimé Césaire (Martinique), Léopold Sédar Senghor (Senegal), Léon Gontran Damas (French Guiana), Jacques Roumain (Haîti), Laye Camara (Guinea), Mongo Béti (Cameroun), Simone Schwartz-Bart (Guadeloupe) and Alain Mabanckou (Congo). Conducted in French.",6,25,0,,,"F | 12:00 PM - 1:00 PM

MW | 11:10 AM - 12:20 PM","AFST - Africana Studies Program :: AFST LitArtistic Analysis

CCST - Cross-Cultural Studies Program :: CCST Encounters

CL: 200 level

ENGL - English Program :: ENGL Foreign Literature

FFST - French and Francophone Studies Program :: FFST Literature and Culture

LAR: IS, International Studies

LAR: Literary / Artistic Analysis :: LAR: LA, Literary/Artistic Analysis",Open
French and Francophone Studies (FREN),2025 Spring Term,FREN 310-00 - The Art of Scandal,"What is scandal? Is it a product of the time and place where it occurs, or can it transcend national and temporal boundaries? This course seeks answers to these questions by examining the texts, films, and artistic productions that caused, exposed, or critiqued a scandal. We will explore topics such as passion, lies, revenge, rumor, and murder. From the Affair of the Poisons during the reign of Louis XIV to controversy over France’s literary prize (the Goncourt), we will analyze the evolution of social norms and public opinions in global French culture from the seventeenth century to the present day.",6,15,0,,,"F | 12:00 PM - 1:00 PM

MW | 11:10 AM - 12:20 PM","CL: 300 level

ENGL - English Program :: ENGL Foreign Literature

EUST - European Studies Program :: EUST Country Specific

FFST - French and Francophone Studies Program :: FFST Literature and Culture

FREN - French Program :: FREN Pertinent

LAR: IS, International Studies

LAR: Literary / Artistic Analysis :: LAR: LA, Literary/Artistic Analysis",Open
Geology (GEOL),2025 Spring Term,GEOL 110-52 - Introduction to Geology & Lab,"An introduction to the fundamental and wondrous processes that shape the Earth. We approach learning through outdoor and laboratory problems, which are often complicated and messy, like the planet itself. Topics may include the formation of rocks, minerals, and mountains, the water cycle, plate tectonics, climate change, volcanoes, and earthquakes. One all-day weekend field trip is typically required. No previous outdoor experience or gear is needed.",6,18,18,"17 - reserved for REQ: First-Year (FR01 & FR02) Student Priority (Condition Rule) until 03/07/2025

1 - reserved for REQ: Sophomore Priority (Condition Rule) until 03/07/2025","This section is First Year Priority. Note: Movement between sections is not possible, if sections fill during registration, seats that open are filled from that waitlist first.","F | 9:40 AM - 10:40 AM

MW | 9:50 AM - 11:00 AM

T | 1:00 PM - 5:00 PM","ARCN - Archaeology Program :: ARCN Pertinent

CL: 100 level

ENTS - Environmental Studies Program :: ENTS Introductory

LAR: Science with Lab Component :: LAR: LS, Science with Lab",Open
